,Season,No. in series,Company,Deal,Industry,Entrepreneur Gender,ASK,Unnamed: 7,Unnamed: 8,DEAL,Unnamed: 10,Unnamed: 11,Royalty Deal?,Barbara,Mark,Lori,Robert Herjavec,Daymond,Kevin,Guest,# Sharks,$ per shark,Details / Notes,Description,url1,url2,url3,url4,url5,company_lower
157,3.0,14.0,Cab20 Rock Band,No,Media / Entertainment,Male,,,,,,,,,,,,,,,0.0,,,Investing in a New Rock Band. Cab20 is the First and Only Band to Preform on the Shark Tank ... Tom Callaham and the Cab 20 Band came into the Shark Tank looking ...,http://sharktanksuccess.blogspot.com/2013/08/cab-20-band.html,http://www.hypebot.com/hypebot/2012/05/cab-20-hits-up-shark-tank-for-band-funding.html,http://petehatesmusic.com/2012/05/24/rock-band-cab-20-goes-on-tv-show-shark-tank-to-try-and-get-money/,http://sharktankblog.com/cab-20/,http://allsharktankproducts.com/shark-tank-products-arts/cab20-rock-band/,cab20rockband
158,3.0,15.0,Remyxx ReKixx Sneakers,Yes,Fashion / Beauty,Male,,,,"$50,000 ",80%,"$62,500 ",,,,,,1,,,1.0,"$50,000 ",,ReKixx cool sneakers 100% recyclable as the world’s first and only ... Twitter; Youtube; Kickstarter; Pinterest; Seen on Shark Tank as Remyxx View cart. Your cart 0 ...,http://www.rekixx.com/,http://sharktanksuccess.blogspot.com/2013/08/remyxx-rekixx-update.html,https://www.kickstarter.com/projects/691761471/remyxx-cool-sneakers-100-recyclable,http://www.rekixx.com/collections/frontpage,https://sharktankepisodes.com/company/remyxxnow-rekixx/,remyxxrekixxsneakers
159,3.0,15.0,UniKey Technologies,Yes,Software / Tech,Male,,,,"$500,000 ",40%,"$1,250,000 ",,,1,,,,1,,2.0,"$250,000 ",Deal did not close after snow (http://pando.com/2013/05/08/life-after-shark-tank-the-real-story-of-how-unikey-finally-came-to-market/),"During the taping of the Shark Tank Show in April 2012, Phil Dumas mentioned he actually needed closer to $1.1 million to bring the universal key to market even ...",http://sharktanksuccess.blogspot.com/2013/03/unikey-technologies.html,http://www.unikey.com/,http://www.productsofsharktank.com/product/unikey-technologies/,http://techcrunch.com/2012/06/22/after-surviving-the-shark-tank-unikey-technologies-raises-1-1m-in-equity-funding/,https://en.wikipedia.org/wiki/UniKey,unikeytechnologies
160,3.0,15.0,The NitroForce Titan 1000,No,Fitness / Sports,Mixed Team,,,,,,,,,,,,,,,0.0,,,"The emphasis of the Titan® 1000 by Nitroforce is on muscular STIMULATION, ... NitroForce Home Gym Trainer © 2016 all rights reserved ...",http://thenitroforce.com/,http://sharktankblog.com/business/nitroforce-titan-1000/,http://cartermatt.com/17159/shark-tank-finale-review-remyxx-nitroforce-titan-1000-and-unikey/,http://sharktanksuccess.blogspot.com/2013/08/the-nitro-force.html,http://www.productsofsharktank.com/product/the-nitroforce-titan-1000/,thenitroforcetitan1000
161,3.0,15.0,Cougar Limited,No,Food and Beverage,Male,,,,,,,,,,,,,,,0.0,,,COUGAR® Energy Shot for Women. Female Friendly Energy with Benefits.,http://drinkcougar.com/,http://sharktanksuccess.blogspot.com/2013/08/cougar-energy-drink.html,http://www.productsofsharktank.com/product/cougar-limited/,http://locallinks.com/sharktank/season-3/cougar-limited/,https://sharktankepisodes.com/shark-tank/season-3/episode-312/,cougarlimited
162,4.0,1.0,Bev Buckle,Yes,Food and Beverage,Male,,,,"$50,000 ",51%,"$98,039 ",,1,,,,,,,1.0,"$50,000 ",,The Beer Buckle aka BevBuckle is the worlds first retractable can or bottle holding belt buckle ... As seen on TruTV's World's Smartest Inventions and ABC's Shark Tank!,http://www.thebeerbuckle.com/,http://sharktanksuccess.blogspot.com/2015/02/bev-boy.html,http://thesharktankproducts.com/products/the-bev-buckle/,http://www.thebeerbuckle.com/Beer-Buckles_c_1.html,http://2paragraphs.com/2016/01/bev-buckle-what-happened-to-beer-buckle-on-shark-tank/,bevbuckle
163,4.0,1.0,Buggy Beds,Yes,Lifestyle / Home,Female,,,,"$250,000 ",25%,"$1,000,000 ",,1,1,,1.0,1,1,,5.0,"$50,000 ",,"BuggyBeds is an early detection glue trap that lures & traps bed bugs DEAD! Use BuggyBeds in your bed, mattress, home, dorm, auto, travel.",http://buggybeds.com/,http://inthesharktank.com/2012/09/buggy-beds-early-detection-bed-bugs-shark-tank/,http://sharktankblog.com/buggybeds-maria-curcio-interview/,http://sharktanksuccess.blogspot.com/2012/10/buggy-beds-makes-shark-tank-history.html,http://buggybeds.com/pages/how-it-works,buggybeds
164,4.0,1.0,Coat Chex,No,Business Services,Male,,,,,,,,,,,,,,,0.0,,,Tonight's Shark Tank Show is perhaps one of the best episodes any Entrepreneur can learn a great deal from. What does is take to get all 5 Sharks interested in the ...,http://sharktanksuccess.blogspot.com/2013/09/tonights-shark-tank-show.html,http://coatchex.com/,http://billionsuccess.com/2012/11/derek-pacque-founder-of-coatchex-as-seen-on-shark-tank/,http://sharktankblog.com/coatchex-coat-check-app-on-shark-tank/,http://inthesharktank.com/2012/09/coat-chex-ticketless-coat-check-system-shark-tank/,coatchex
165,4.0,1.0,Body Walking,No,Fashion / Beauty,Male,,,,,,,,,,,,,,,0.0,,,"Tod Miller the owner of Body Walking, has taken this ancient technique and created a business good enough to make it on the Shark Tank Show. Miller is a licensed ...",http://sharktanksuccess.blogspot.com/2013/08/body-walking-update.html,http://thesharktankproducts.com/products/body-walking/,http://www.productsofsharktank.com/product/body-walking/,http://sharktankblog.com/business/body-walking-institute/,http://sharktankblog.com/ancient-body-massage-on-shark-tank/,bodywalking
166,4.0,2.0,SurfSet Fitness,Yes,Fitness / Sports,Mixed Team,,,,"$300,000 ",30%,"$1,000,000 ",,,1,,,,,,1.0,"$300,000 ",,SURFSET® Classes; Featured Studios; ... In the Shark Tank. posted 2012 Jul by Shopify. Watch us on ABC's Shark Tank on September 21st at 8PM EST !! THE LINEUP;,http://www.surfsetfitness.com/blogs/news/6230808-in-the-shark-tank,http://www.surfsetfitness.com/,http://sharktankblog.com/business/surfset-fitness/,http://sharktanklessons.com/surfset-fitness-update/,http://thesharktankproducts.com/products/surfset-fitness/,surfsetfitness
167,4.0,2.0,CateApp,Yes,Software / Tech,Male,,,,"$75,000 ",30%,"$250,000 ",,,,,,1,1,,2.0,"$37,500 ",,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2012/10/cateapp-privacy-app.html,http://thesharktankproducts.com/products/cateapp/,http://www.youtube.com/watch?v=MigvdYTzcCM,http://sharktankblog.com/cheaters-app-on-shark-tank/,http://locallinks.com/sharktank/season-4/services/cateapp/,cateapp
168,4.0,2.0,Alpha M,No,Business Services,Male,,,,,,,,,,,,,,,0.0,,,"Aaron Marino of the Alpha M is a series of videos that will get you dressing your best and with the increased confidence, will score you more dates.",http://sharktanksuccess.blogspot.com/2013/01/alpha-m.html,http://sharktankblog.com/alpha-m-style-system/,http://thesharktankproducts.com/products/alpha-m-style-system/,http://www.productsofsharktank.com/product/alpha-m/,http://www.blogsharktank.com/2012/10/alpha-m.html,alpham
169,4.0,2.0,eCreamery,No,Food and Beverage,Female,,,,,,,,,,,,,,,0.0,,,Shark Tank Nice & Spicy Show More; Sci-Fi Collection ... thescoop@ecreamery.com. About. Omaha Parlor; Our Story; Press; Blog; Help. Contact Us; Shipping Info; FAQs ...,http://www.ecreamery.com/,http://www.ecreamery.com/the-shark-tank-effect-an-ecreamery-ice-cream-gelato-update-since-the-show.html,http://www.youtube.com/watch?v=13MgerWYlHU,http://sharktanksuccess.blogspot.com/2012/10/ecreamery-ice-cream.html,http://siliconprairienews.com/2013/05/ecreamery-s-swimming-with-orders-since-shark-tank-appearance/,ecreamery
170,4.0,3.0,Rock Bands,Yes,Fashion / Beauty,Male,,,,"$100,000 ",40%,"$250,000 ",,,1,,,1,,,2.0,"$50,000 ",,Large Rock Bands; Small Rock Bands; Roadies; ... Popular Brands. Rock Band Fashion; Shark Tank Special . Small White Vintage Leather Rock Band with Rose Quartz Stone.,http://www.leatherrockbands.com/,http://thesharktankproducts.com/products/rock-bands/,http://sharktanksuccess.blogspot.com/2012/10/rockbands.html,http://gazettereview.com/2015/08/rock-bands-update-see-what-happened-after-shark-tank/,http://sharktankblog.com/business/rock-bands/,rockbands
171,4.0,3.0,Posture Now,Yes,Healthcare,Male,,,,"$100,000 ",30%,"$333,333 ",,,1,,,,,,1.0,"$100,000 ",,Mike Lane & Matt Franklin came into the Shark Tank seeking $100k for a 15% equity stake in the Posture Now Business. They opened up their presentation with some ...,http://sharktanksuccess.blogspot.com/2012/10/posturenow.html,http://www.youtube.com/watch?v=tYgP7tRlE8w,http://www.posturenow.com/,http://sharktankblog.com/posturenow-review/,http://www.productsofsharktank.com/product/posture-now/,posturenow
172,4.0,3.0,FuzziBunz,No,Children / Education,Female,,,,,,,,,,,,,,,0.0,,,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/03/fuzzi-bunz.html,http://dirtydiaperlaundry.com/fuzzibunz-on-shark-tank-a-look-at-their-history-innovation-and-trials-over-the-years/,http://inthesharktank.com/2012/09/fuzzibunz-cloth-diapers-shark-tank/,http://www.prnewswire.com/news-releases/fuzzibunz-cloth-diapers-survive-the-shark-tank-172075851.html,http://sharktankblog.com/business/fuzzibunz/,fuzzibunz
173,4.0,3.0,Liz Lovely Cookies,No,Food and Beverage,Mixed Team,,,,,,,,,,,,,,,0.0,,,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/03/liz-lovely-cookies.html,http://sharktankblog.com/business/liz-lovely-cookies/,http://lizlovely.com/,https://en.wikipedia.org/wiki/Liz_Lovely,http://gazettereview.com/2015/08/liz-lovely-cookies-update-see-what-happened-after-shark-tank/,lizlovelycookies
174,4.0,4.0,Bag Bowl,Yes,Lifestyle / Home,Male,,,,"$40,000 ",33%,"$121,212 ",,,,1,,,,,1.0,"$40,000 ",,Bag Bowl - Brian & Kevin Flemming was looking for $40k in exchange for a 33% equity stake in their invention. You can basically take a plastic bag and turn it into a ...,http://sharktanksuccess.blogspot.com/2012/10/bag-bowl.html,http://sharktankblog.com/bagbowl-by-kevin-fleming/,http://thesharktankproducts.com/products/bagbowl/,http://www.productsofsharktank.com/product/bag-bowl/,http://inthesharktank.com/2012/10/bagbowl-zip-storage-bag-bowl-shark-tank/,bagbowl
175,4.0,4.0,Back 9 Dips,Yes,Food and Beverage,Mixed Team,,,,"$150,000 ",25%,"$600,000 ",,,,1,1.0,,,,2.0,"$75,000 ",,It's Daymonds turn in which he is kind of on the fence on making an offer. Geiner cant get seem to forget how good Back 9 dips taste and asks Daymond if She comes ...,http://sharktanksuccess.blogspot.com/2012/10/back-9-dips.html,http://sharktankblog.com/back-9-dips-interview/,http://inthesharktank.com/2012/10/back-9-dips-chicken-dip-shark-tank/,http://thesharktankproducts.com/products/back-9-dips/,http://locallinks.com/sharktank/season-4/food-beverage/back-9-dips/,back9dips
176,4.0,4.0,Lift Hamper,No,Lifestyle / Home,Male,,,,,,,,,,,,,,,0.0,,,"I'm not sure how I missed this one, but the Lifter Hamper has to be the coolest clothes hamper on the market that thousands of people with back problems are going to ...",http://sharktanksuccess.blogspot.com/2013/08/lifter-hamper-update.html,http://www.householdessential.com/ecommerce/Lifter-Hamper.cfm?cat_id=756,http://sharktankblog.com/lifter-hamper-by-marvin-philip/,http://thesharktankproducts.com/products/lifter-hamper/,http://inthesharktank.com/2012/10/lifter-hamper-spring-loaded-laundry-hamper-shark-tank/,lifthamper
177,4.0,4.0,Zomm,No,Lifestyle / Home,Male,,,,,,,,,,,,,,,0.0,,,"Shark Tank serves as a great platform for getting an idea off the ground and an amazing opportunity for budding entrepreneurs. However, a company that is further ...",http://www.zomm.com/blog/news/zomm-goes-on-shark-tank-115029/,http://sharktanksuccess.blogspot.com/2013/08/zomm-update.html,http://thesharktankproducts.com/products/zomm/,http://cartermatt.com/35942/shark-tank-review-bag-bowl-zomm-back-9-dips-and-lifter-hamper/,http://www.zomm.com/,zomm
178,4.0,5.0,Cozy Bugs,Yes,Fashion / Beauty,Female,,,,"$50,000 ",30%,"$166,667 ",,,,,,1,,,1.0,"$50,000 ",,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/03/cozybug-pillowcase-dress.html,http://sharktankblog.com/business/cozy-bug/,http://www.cozybugusa.com/,http://thesharktankproducts.com/products/cozy-bug/,http://www.examiner.com/article/shark-tank-cozy-bug-attempts-to-combine-economy-functionality,cozybugs
179,4.0,5.0,Marz Sprays,Yes,Healthcare,Male,,,,"$200,000 ",25%,"$800,000 ",,,,1,,,,,1.0,"$200,000 ",plus option to buy back option of half the stock for 4X investment,"If you don't like swallowing pills then, the Marz Spray's may be just what you need. Brandon and Keith Marz, the Father/Son business partners, came into the Shark ...",http://sharktanksuccess.blogspot.com/2013/03/marz-sprays.html,http://sharktankblog.com/business/marz-sprays/,http://marzsprays.com/,http://www.youtube.com/watch?v=TP8AvomXOng,http://thesharktankproducts.com/products/marz-sprays/,marzsprays
180,4.0,5.0,Wired Waffles,No,Food and Beverage,Male,,,,,,,,,,,,,,,0.0,,,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2013/03/wired-waffles.html,http://sharktankblog.com/wired-waffles-caffeine-energy-waffles/,http://www.marysvilleglobe.com/business/173956051.html,http://www.productsofsharktank.com/product/wired-waffles/,http://smallbusinessesdoitbetter.com/2012/10/interview-taste-test-with-wired-waffles-seen-on-shark-tank/,wiredwaffles
181,4.0,5.0,The Spatty and The Spaddy Dadd,No,Food and Beverage,Female,,,,,,,,,,,,,,,0.0,,,She also thinks the Spaddy would sell good with Mary Kay ... The Spatty on Shark Tank Show ... Update Cheryl Rigdon demonstrating the Spatty on the Shark ...,http://sharktanksuccess.blogspot.com/2013/03/the-spatty-daddy.html,http://www.thespatty.com/index.cfm,http://www.thespatty.com/about.cfm,http://flicksandfood.com/the-spatty-and-spatty-daddy-featured-on-abcs-shark-tank/,http://sharktankblog.com/business/the-spatty/,thespattyandthespaddydadd
182,4.0,6.0,PRO-NRG,Yes,Food and Beverage,Mixed Team,,,,"$250,000 ",30%,"$833,333 ",,,,,,1,,,1.0,"$250,000 ",contingent on a deal with Bad Ass Energy,"Welcome to the Shark Tank Success Blog, the #1 Fan Site for the Best Business Reality TV Show in History. The Sharks, who are all very wealthy with proven records ...",http://sharktanksuccess.blogspot.com/2012/10/pro-nrg-energy-drink.html,http://sharktankblog.com/business/pro-nrg/,http://www.sharkbranding.com/clients/pro-nrg/,http://thesharktankproducts.com/products/pro-nrg/,http://www.youtube.com/watch?v=Npv622UXkRg,pro-nrg
183,4.0,6.0,Cousins Maine Lobster,Yes,Food and Beverage,Male,,,,"$55,000 ",15%,"$366,667 ",,1,,,,,,,1.0,"$55,000 ",,"Cousins Jim Tselikis & Sabin Lomac the owner's of Cousins Maine Lobster, came in the Shark Tank with a very unique way of serving up fresh Lobster.",http://sharktanksuccess.blogspot.com/2012/10/cousins-fresh-maine-lobster.html,http://www.cousinsmainelobster.com/,http://www.cousinsmainelobster.com/the-cousins/shark-tank/,http://www.thewrap.com/shark-tank-favorite-cousins-maine-lobster-opens-shop-in-west-hollywood/,http://www.youtube.com/watch?v=iky47GdhTsA,cousinsmainelobster
184,4.0,6.0,Freaker USA,No,Food and Beverage,Male,,,,,,,,,,,,,,,0.0,,,"For those of you who didn't tune in Friday night to our segment of ABC's Shark Thank, there is hope yet! Both ABC and Hulu have released the episode steaming on",http://www.freakerusa.com/blogs/news/6765804-zach-crains-shark-tank-episode,http://sharktanksuccess.blogspot.com/2012/10/freaker-usa-zach-craine.html,http://www.starnewsonline.com/article/20121020/articles/121029982,http://sharktankblog.com/business/freaker-usa/,http://blog.kittyhawk.com/online-store/freaker-usa-on-shark-tank-freakin-awesome/,freakerusa
185,4.0,6.0,EcoNutsSoap,No,Lifestyle / Home,Mixed Team,,,,,,,,,,,,,,,0.0,,,"In trying to predict the next Shark Tank contestants success before the coming show, we spend some time learning about the contestants first before they air on the ...",http://sharktanksuccess.blogspot.com/2012/10/eco-nuts-soap_21.html,http://econutssoap.com/shark-tank-giveaway/,http://econutssoap.com/our-shark-tank-appearance/,http://www.youtube.com/watch?v=9EgVDFYvAD4,http://www.examiner.com/article/shark-tank-wash-your-clothes-soap-nuts,econutssoap
186,4.0,7.0,SBU,Yes,Fitness / Sports,Male,,,,"$300,000 ",33%,"$909,091 ",,,,,1.0,,1,,2.0,"$150,000 ",,The SBU Unicycle has completely blown the Shark Tank Success Blog away. WOW- this super cool new toy/transportation has probably shut down FocusDesigns Website during ...,http://sharktanksuccess.blogspot.com/2012/10/sbu-self-balancing-unicycle.html,http://focusdesigns.com/2012/11/sbu-on-shark-tank/,http://allsharktankproducts.com/shark-tank-products-tech/sbu-self-balancing-unicycle/,http://thesharktankproducts.com/products/self-balancing-unicycle/,http://sharktanksuccess.blogspot.com/2012/10/shark-tank-episode-407.html,sbu
187,4.0,7.0,Scrub Daddy,Yes,Lifestyle / Home,Male,,,,"$200,000 ",20%,"$1,000,000 ",,,,1,,,,,1.0,"$200,000 ",,So how do you get the Sharks competing for your business. You invent a Scrub Daddy and continuously keep selling out on QVC three times in a row.,http://sharktanksuccess.blogspot.com/2012/10/scrub-daddy-not-working.html,http://www.sharktankpodcast.net/scrubdaddy/,http://abcnews.go.com/blogs/business/2014/03/sponge-soaks-up-shark-tank-success-sales-balloon-to-18m/,http://www.businessinsider.com/scrub-daddy-is-shark-tank-biggest-success-2015-4,http://www.franchiseherald.com/articles/2888/20121027/scrub-daddy-makes-shark-tank-strikes-deal.htm,scrubdaddy
188,4.0,7.0,The Shemie,No,Fashion / Beauty,Male,,,,,,,,,,,,,,,0.0,,,"The Shemie by Shelton Wilder is the Ultimate Layering Piece - meeting every woman's styling needs and bringing runway fashions to real life! Unlike a shaper, a fat ...",http://www.theshemie.com/,http://sharktanksuccess.blogspot.com/2012/10/the-shemie.html,http://www.prweb.com/releases/2012/11/prweb10082239.htm,http://sharktanksuccess.blogspot.com/2012/11/shemie-update.html,http://www.youtube.com/watch?v=QggFnUS_jEE,theshemie
189,4.0,7.0,The Bear & The Rat,No,Pet Products,Mixed Team,,,,,,,,,,,,,,,0.0,,,SHARK TANK; News & Press; Find a Store; Contact; Wholesale; Products. ... THE BEAR & THE RAT’S DOG “ICE CREAM” & FREEZE-DRIED DOG YOGURT TREATS ARE INSPIRED BY ...,http://cooltreatsfordogs.com/,http://sharktankblog.com/cool-treats-for-dogs/,http://www.youtube.com/watch?v=iqOn2WXag4o,https://www.facebook.com/TheBearandTheRat,http://www.productsofsharktank.com/product/the-bear-the-rat/,thebear&therat
190,4.0,8.0,The Cool Wazoo,Yes,Children / Education,Female,,,,"$65,000 ",35%,"$185,714 ",,,,1,,,,,1.0,"$65,000 ",,As seen on ABC’s Shark Tank. More Info. Buy Now,http://www.thecoolwazoo.com/,http://sharktanksuccess.blogspot.com/2012/11/cool-wazoo.html,http://sharktankblog.com/business/cool-wazoo/,http://thesharktankproducts.com/products/cool-wazoo/,http://abc.go.com/shows/shark-tank/news/entrepreneurs/entrepreneurs-season-4-episode-10,thecoolwazoo
191,4.0,8.0,Plate Topper,Yes,Food and Beverage,Male,,,,"$90,000 ",8%,"$1,125,000 ",,,,1,,,,,1.0,"$90,000 ",,The Plate Topper is making waves in the food storage container business. Michael Tseng who invented the Plate Topper is no stranger to promoting this unique ...,http://sharktanksuccess.blogspot.com/2012/11/plate-topper.html,http://sharktankblog.com/plate-topper-update-bowl-topper/,http://www.platetopper.com/,http://thesharktankproducts.com/products/plate-topper/,http://sharktankblog.com/the-plate-topper-on-the-shelf/,platetopper
192,4.0,8.0,No Fly Cone,No,Pet Products,Male,,,,,,,,,,,,,,,0.0,,,"Since airing on shark tank on Friday Nov 2nd the interest and words of encouragement have been tremendous, and having Biscuit and Seth there made the experience so ...",http://noflycone.com/,http://sharktanksuccess.blogspot.com/2012/11/no-fly-cone-fly-trap.html,http://www.youtube.com/watch?v=r5p9UgSj2Mc,http://sharktankblog.com/business/no-fly-cone/,https://cartermatt.com/38755/shark-tank-preview-seth-macfarlane-and-the-no-fly-cone/,noflycone
193,4.0,9.0,Drive Suits,Yes,Uncertain / Other,Male,,,,"$150,000 ",30%,"$500,000 ",,,,,,,1,,1.0,"$150,000 ",,"Sorry We've Moved! Visit Our New Home, www.RobotsAndCarsEntertainment.com. Create a free website. Powered by",http://www.drivesuits.com/,http://sharktanksuccess.blogspot.com/2013/05/shark-tank-episode-408-update.html,http://sharktankblog.com/drive-suits-transformer-costumes/,http://www.productsofsharktank.com/product/drive-suits/,http://www.robotsandcarsentertainment.com/,drivesuits
194,4.0,9.0,Ice Chips Candy,Yes,Food and Beverage,Female,,,,"$125,000 ",20%,"$625,000 ",,1,1,,,,,,2.0,"$62,500 ",,"ICE CHIPS® Variety Pack SHARK TANK SPECIAL. Price: $29.95 $24.95 Includes 6 ... Be assured, Ice Chips Root Beer Float Candy lives up to the challenge.",http://www.icechipscandy.com/ice-chips-variety-pack,http://www.icechipscandy.com/about-ice-chips-candy-and-shark-tank,http://sharktanksuccess.blogspot.com/2012/11/ice-chips-candy.html,http://sharktankblog.com/ice-chips-xylitol-candy/,http://www.sharktankpodcast.net/ice-chips/,icechipscandy
195,4.0,9.0,ReVestor,No,Software / Tech,Male,,,,,,,,,,,,,,,0.0,,,"While others might have been tempted to throw in the towel after such a public drubbing, Lyons said his faith in Revestor’s model was unshaken.",http://www.inman.com/2013/05/24/revestor-emerges-from-the-shark-tank-with-fresh-ideas/,http://sharktanksuccess.blogspot.com/2012/11/revestor.html,http://blog.revestor.com/tag/shark-tank/,http://www.youtube.com/watch?v=2DkVbhd7t_4,http://www.housingwire.com/blogs/1-rewired/post/success-revestor-coming-soon,revestor
196,4.0,9.0,PC Classes Online,No,Software / Tech,Male,,,,,,,,,,,,,,,0.0,,,PC Classes Online inventor David Cox will be on the Shark Tank Show with Comedian Bruce Vilanch looking for an investment in his online technology classes.,http://sharktanksuccess.blogspot.com/2012/11/pc-classes-online.html,http://www.youtube.com/watch?v=TV1T-3tUEBc,http://www.productsofsharktank.com/product/pc-classes-online/,http://sharktankblog.com/david-cox-follow-up/,http://www.examiner.com/article/shark-tank-pc-classes-online-brings-humor-intelligence-to-the-tank,pcclassesonline
197,4.0,10.0,Ruck Pack Combat Nutrition,Yes,Fashion / Beauty,Male,,,,"$150,000 ",20%,"$750,000 ",,,,,1.0,,1,,2.0,"$75,000 ",,RuckPack™ Combat Nutrition. All Rights Reserved. Site Map | Privacy Policy | Terms of Service ... COMBAT NUTRITION. Supplement Your Daily Battles>> RUCKPACK SWAG.,http://www.ruckpack.com/,http://sharktanksuccess.blogspot.com/2012/11/ruck-pack-drink.html,http://sharktankblog.com/ruckpack-combat-nutrition/,http://locallinks.com/sharktank/season-4/food-beverage/ruckpack-combat-nutrition/,https://www.ammo2u.com/as-seen-on-shark-tank,ruckpackcombatnutrition
198,4.0,10.0,Nearly Newlywed,No,Fashion / Beauty,Female,,,,,,,,,,,,,,,0.0,,,"Nearly Newlywed - Buy, Sell or Rent a Wedding Dress Business has as a new twist on getting Married that can save (and make) you a lot of money. The owner and inventor ...",http://sharktanksuccess.blogspot.com/2012/11/nearly-newlywed.html,http://www.nearlynewlywed.com/,http://thesharktankproducts.com/products/nearly-newlywed/,http://www.examiner.com/article/shark-tank-nearly-newlywed-tries-to-reinvent-the-wedding-dress-business,http://sharktankblog.com/business/nearly-newlywed/,nearlynewlywed
199,4.0,10.0,Tie Try,No,Fashion / Beauty,Male,,,,,,,,,,,,,,,0.0,,,Here's a novel idea that made it on the Shark Tank Show. You can choose from a selection of ties and exchange them whenever you want for only $11.99 per Month.,http://sharktanksuccess.blogspot.com/2012/11/tie-try.html,http://thesharktankproducts.com/products/tie-try/,http://sharktankblog.com/tie-try-the-netflix-of-ties/,http://inthesharktank.com/2012/11/qa-scott-tietry-netflix-ties/,http://www.productsofsharktank.com/product/tie-try/,tietry
200,4.0,10.0,Corks Away,No,Food and Beverage,Male,,,,,,,,,,,,,,,0.0,,,"Corks Away Captain's Nate and Shane out of Long Beach, CA. have a very unique business opportunity the present the Shark Tank Show Tonight. They come prepared to ...",http://sharktanksuccess.blogspot.com/2012/11/corks-away-wine-cruise.html,http://sharktankblog.com/corks-away-wine-adventures/,http://locallinks.com/sharktank/season-4/food-beverage/corks-away-wine-adventures/,http://www.productsofsharktank.com/product/corks-away/,http://cartermatt.com/40548/shark-tank-review-ruckpack-tietry-nearly-newlywed-and-corks-away/,corksaway
201,4.0,11.0,The Living Christmas Company,Yes,Lifestyle / Home,Male,,,,"$150,000 ",40%,"$375,000 ",,,1,,,,,,1.0,"$150,000 ",,"The Living Christmas Company. The Living Christmas Company is a live Christmas Tree rental service based out of Redondo Beach, California. Scott “Scotty Claus ...",http://sharktankblog.com/business/living-christmas-company/,http://www.livingchristmas.com/,http://thesharktankproducts.com/products/the-living-christmas-company/,http://locallinks.com/sharktank/season-4/services/living-christmas-company/,http://cartermatt.com/42455/shark-tank-review-the-living-christmas-company-partie-poche-the-coop/,thelivingchristmascompany
202,4.0,11.0,The Coop,Yes,Children / Education,Female,,,,"$150,000 ",15%,"$1,000,000 ",,1,,,,,,,1.0,"$150,000 ",plus personal guarantee she will get her investment back within 2 years,"Monday, December 3, 2012. SHARK TANK ... I love love love reality TV!!! I really thought that Lucinda and I and the COOP would do GREAT on Shark Tank.",http://thecoop-la.blogspot.com/2012/12/shark-tank.html,http://sharktankblog.com/business/the-coop/,http://www.inc.com/amy-whyte/shark-tank-the-coop-pop-sugar-web-series.html,http://thesharktankproducts.com/products/the-coop/,https://thecoop-la.com/shark-tank/,thecoop
203,4.0,11.0,Partie Poche,No,Fashion / Beauty,Mixed Team,,,,,,,,,,,,,,,0.0,,,"Obviously, Party Poche had a website at one time because they stated they've sold a few hundred Partie Poshe cell phone holders online. From selling a few hundred ...",http://sharktanksuccess.blogspot.com/2012/12/partie-poche.html,http://thesharktankproducts.com/products/partie-poche/,http://www.blogsharktank.com/2012/12/partie-poche.html,http://www.productsofsharktank.com/product/partie-poche/,http://sharktankblog.com/business/partiepoche/,partiepoche
204,4.0,11.0,Fat Ass Fudge,No,Food and Beverage,Female,,,,,,,,,,,,,,,0.0,,,Watch all Shark Tank Clips at http://www.SharkTankClips.com Fat Ass Fudge is company that produces fudge brownies that are lactose and gluten free. This ...,http://www.youtube.com/watch?v=-sDdg-17WSQ,http://thesharktankproducts.com/products/fat-ass-fudge/,http://sharktankblog.com/business/fat-ass-fudge/,http://www.youtube.com/watch?v=zParbXB4yQo,http://locallinks.com/sharktank/season-4/food-beverage/fat-ass-fudge/,fatassfudge
205,4.0,12.0,Hot Tot,Yes,Children / Education,Female,,,,"$75,000 ",40%,"$187,500 ",,,1,,,,,,1.0,"$75,000 ",,Megan Gage the owner of Hot Tot Hair Products has one inspiring story to tell to all aspiring entrepreneurs. What started out from a Google search on environmentally ...,http://sharktanksuccess.blogspot.com/2013/01/hot-tot-hair-care.html,http://sharktankblog.com/business/hot-tot/,http://sharktankblog.com/megan-gage-hot-tot-update-interview/,http://www.sharktankpodcast.net/hot-tot-haircare-update/,http://cartermatt.com/45340/shark-tank-review-hot-tot-dura-tent-the-gameface-company-and-arkeg/,hottot
